bldg_id,in.sqft,in.area_median_income,in.battery,in.bedrooms,in.ceiling_fan,in.clothes_dryer,in.clothes_dryer_usage_level,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.cooking_range,in.cooking_range_usage_level,in.cooling_setpoint,in.cooling_setpoint_has_offset,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_period,in.corridor,in.dishwasher,in.dishwasher_usage_level,in.door_area,in.duct_leakage_and_insulation,in.duct_location,in.federal_poverty_level,in.geometry_attic_type,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_sfa,in.geometry_building_level_mf,in.geometry_building_number_units_mf,in.geometry_building_number_units_sfa,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_foundation_type,in.geometry_garage,in.geometry_stories,in.geometry_stories_low_rise,in.geometry_story_bin,in.geometry_wall_exterior_finish,in.geometry_wall_type,in.has_pv,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.holiday_lighting,in.hot_water_distribution,in.hot_water_fixtures,in.household_has_tribal_persons,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_has_ducts,in.hvac_has_shared_system,in.hvac_has_zonal_electric_heating,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_shared_efficiencies,in.income_recs_2020,in.infiltration,in.insulation_ceiling,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.insulation_wall,in.interior_shading,in.lighting,in.lighting_interior_use,in.lighting_other_use,in.mechanical_ventilation,in.misc_extra_refrigerator,in.misc_freezer,in.misc_gas_fireplace,in.misc_gas_grill,in.misc_gas_lighting,in.misc_hot_tub_spa,in.misc_pool,in.misc_pool_heater,in.misc_pool_pump,in.misc_well_pump,in.natural_ventilation,in.neighbors,in.occupants,in.orientation,in.overhangs,in.plug_load_diversity,in.plug_loads,in.pv_orientation,in.pv_system_size,in.radiant_barrier,in.refrigerator,in.refrigerator_usage_level,in.roof_material,in.solar_hot_water,in.tenure,in.usage_level,in.vacancy_status,in.vintage,in.vintage_acs,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.window_areas,in.windows,in.representative_income,out.site_energy.total.energy_consumption.kwh
72345,854,120-150%,,2,Standard Efficiency,,80% Usage,,,80% Usage,Gas,80% Usage,60F,No,0F,,Double-Loaded Interior,318 Rated kWh,80% Usage,20 ft^2,,,400%+,,Not Applicable,,Top,2.0,,Multi-Family with 2 - 4 Units,750-999,0-1499,Vented Crawlspace,,2,2,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,67F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",100% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Non-Ducted Heating,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",60000-99999,30 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,1,Northwest,,0.5,1.19,,,,EF 17.6,95% Usage,"Asphalt Shingles, Medium",,Renter,Low,Occupied,<1940,<1940,Natural Gas Tankless,Natural Gas,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",74751,24243.4250667865
72775,1698,150%+,,4,Standard Efficiency,Gas,120% Usage,EnergyStar,Yes,120% Usage,Gas,120% Usage,76F,Yes,5F,Night Setback -3h,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Unheated Basement,2 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 10",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,100000-149999,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,Southeast,,2.0,1.01,,,No,EF 15.9,105% Usage,Composition Shingles,,Owner,High,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,Yes,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",129243,58554.4275361293
74382,322,0-30%,,2,Standard Efficiency,,100% Usage,,,100% Usage,Electric Resistance,100% Usage,60F,No,0F,,Double-Loaded Interior,318 Rated kWh,100% Usage,20 ft^2,,,0-100%,,Right,,Bottom,8.0,,Multi-Family with 5+ Units,0-499,0-1499,Vented Crawlspace,,2,2,<8,"Vinyl, Light",Wood Frame,No,,72F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,,,,,<20000,6 ACH50,,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-13",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,Natural Gas,,,,,"Cooling Season, 7 days/wk",7,5,East,,1.0,0.89,,,,EF 15.9,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,2000s,2000-09,Natural Gas Standard,Natural Gas,No,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",17535,13347.6288199236
75910,322,30-60%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Electric Resistance,100% Usage,67F,No,0F,,Double-Loaded Interior,318 Rated kWh,100% Usage,20 ft^2,"30% Leakage to Outside, Uninsulated",Crawlspace,150-200%,,Middle,,Bottom,24.0,,Multi-Family with 5+ Units,0-499,0-1499,Unvented Crawlspace,,3,3,<8,"Vinyl, Light",Wood Frame,No,Electricity,72F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,Yes,,No,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Electricity ASHP,,<20000,30 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",7,1,South,,1.0,0.89,,,,EF 19.9,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,1980s,1980-99,Electric Standard,Electricity,No,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",19323,6087.08612747705
76867,5587,100-120%,,5,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Gas,100% Usage,68F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,,,400%+,,,,,,,Single-Family Detached,4000+,4000+,Heated Basement,1 Car,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,72F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,100000-149999,5 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,Has Pool,,1.0 HP Pump,,"Cooling Season, 7 days/wk",Left/Right at 15ft,6,North,,1.0,1.01,,,No,EF 19.9,100% Usage,"Metal, Dark",,Owner,Medium,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Single, Clear, Non-metal, Exterior Clear Storm",149226,95449.1445601103
78204,1698,0-30%,,2,,Electric,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,68F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,,,0-100%,,,,,,,Single-Family Detached,1500-1999,1500-2499,Heated Basement,2 Car,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Other Fuel,75F,Yes,3F,Day and Night +5h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,<20000,8 ACH50,,Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Finished, Uninsulated",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,East,,1.0,1.01,,,No,EF 19.9,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1990s,1980-99,Electric Standard,Electricity,Yes,F18 B18 L18 R18,"Single, Clear, Metal, Exterior Clear Storm",4849,5905.38206397027
78264,1698,60-80%,,2,Standard Efficiency,Gas,80% Usage,Standard,Yes,80% Usage,Electric Resistance,80% Usage,68F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,300-400%,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Heated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Electricity,68F,Yes,6F,Night -3h,No Exterior Use,Uninsulated,50% Usage,No,,,,Yes,,No,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,20000-39999,25 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,Gas Fireplace,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,Southwest,,0.5,1.01,,,No,EF 15.9,95% Usage,Composition Shingles,,Owner,Low,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",38588,45910.7554267593
78512,2179,60-80%,,3,,Gas,120% Usage,Standard,Yes,120% Usage,Electric Resistance,120% Usage,75F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,200-300%,,,,,,,Single-Family Detached,2000-2499,1500-2499,Vented Crawlspace,,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,70F,Yes,3F,Night -1h,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,15 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,Northeast,,2.0,1.01,,,No,EF 17.6,105% Usage,Composition Shingles,,Owner,High,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F18 B18 L18 R18,"Single, Clear, Non-metal, Exterior Clear Storm",32204,75325.4195267347
78956,854,0-30%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Electric Resistance,100% Usage,78F,No,0F,,Double-Loaded Interior,,100% Usage,20 ft^2,,,0-100%,,Left,,Middle,116.0,,Multi-Family with 5+ Units,750-999,0-1499,Vented Crawlspace,,8,4+,8+,"Aluminum, Light",Steel Frame,No,Natural Gas,70F,Yes,3F,Night +5h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,<20000,25 ACH50,,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-7",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",7,1,East,,1.0,0.89,,,,,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,No,F30 B30 L30 R30,"Single, Clear, Metal",4849,35368.6959615943
79120,1228,Not Available,,2,"Standard Efficiency, No usage",Electric,80% Usage,Standard,Yes,80% Usage,Electric Resistance,80% Usage,65F,Yes,2F,Night Setback -4h,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,Not Available,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Unheated Basement,1 Car,1,1,<8,"Wood, Medium/Dark",Wood Frame,No,Propane,55F,No,0F,,No Exterior Use,Uninsulated,50% Usage,Not Available,,,,Yes,,No,"Fuel Furnace, 76% AFUE",Ducted Heating,Propane Fuel Furnace,,Not Available,10 ACH50,R-30,Ceiling R-13,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,East,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Not Available,Low,Vacant,1980s,1980-99,Propane Premium,Propane,Yes,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",0,12393.0963443727
80184,1228,120-150%,,2,Standard Efficiency,Gas,120% Usage,Standard,Yes,120% Usage,Gas,120% Usage,70F,Yes,2F,Night Setup -1h,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"10% Leakage to Outside, Uninsulated",Unheated Basement,400%+,,,,,,,Single-Family Detached,1000-1499,0-1499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,60000-99999,15 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 6.7,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,East,,2.0,1.01,,,No,EF 17.6,105% Usage,"Asphalt Shingles, Medium",,Owner,High,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",74751,43104.30685879
80655,1698,30-60%,,3,,Electric,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,200-300%,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Vented Crawlspace,,1,1,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,72F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 15.9,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northwest,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,<1940,<1940,Natural Gas Premium,Natural Gas,Yes,F6 B6 L6 R6,"Double, Clear, Non-metal, Air, Exterior Clear Storm",37492,59069.0603353517
82315,3310,150%+,,5,Standard Efficiency,Electric,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,68F,Yes,2F,Night Setup +3h,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,400%+,,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,2 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,72F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 10",60% Conditioned,Central AC,Yes,,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,100000-149999,15 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-49",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,4,North,,0.5,1.01,,,No,EF 17.6,95% Usage,Composition Shingles,,Owner,Low,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",129299,64965.6502672168
82538,2179,0-30%,,4,Standard Efficiency,Electric,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,72F,No,0F,,Not Applicable,,100% Usage,20 ft^2,,,0-100%,,,,,,,Mobile Home,2000-2499,1500-2499,Ambient,,1,1,<8,"Wood, Medium/Dark",Wood Frame,No,Electricity,70F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,"Electric Wall Furnace, 100% AFUE",Non-Ducted Heating,Electricity Electric Wall Furnace,,<20000,8 ACH50,,Uninsulated,,,"Finished, R-7",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 19.9,,,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,West,,1.0,0.97,,,No,EF 19.9,100% Usage,"Metal, Dark",,Renter,Medium,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,Yes,F15 B15 L15 R15,"Single, Clear, Non-metal",12426,55042.8499733257
84430,881,80-100%,,2,,Electric,100% Usage,EnergyStar,Yes,100% Usage,Propane,100% Usage,72F,Yes,9F,Night Setback,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,300-400%,Vented Attic,,,,,,Single-Family Detached,750-999,0-1499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Propane,60F,Yes,3F,Night +4h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,40000-59999,15 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,North,,1.0,1.01,,,No,EF 19.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,<1940,<1940,Electric Premium,Electricity,Yes,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",55104,24752.4895156757
84753,298,Not Available,,1,"Standard Efficiency, No usage",Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,72F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,Not Available,Vented Attic,,,,,,Single-Family Detached,0-499,0-1499,Unvented Crawlspace,1 Car,1,1,<8,"Wood, Medium/Dark",Wood Frame,No,Fuel Oil,55F,Yes,3F,Day +5h,No Exterior Use,Uninsulated,100% Usage,Not Available,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,Not Available,7 ACH50,R-30,Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 21.9,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,East,,1.0,1.01,,,No,EF 15.9,100% Usage,"Asphalt Shingles, Medium",,Not Available,Medium,Vacant,1990s,1980-99,Electric Standard,Electricity,Yes,F15 B15 L15 R15,"Double, Clear, Metal, Air, Exterior Clear Storm",0,5209.04520124107
85261,1698,30-60%,,3,Standard Efficiency,Gas,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,75F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,,,100-150%,,,,,,,Mobile Home,1500-1999,1500-2499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,<20000,15 ACH50,,Ceiling R-19,,,"Finished, R-7",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,Gas Grill,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,East,,0.5,0.97,,,No,EF 17.6,95% Usage,Slate,,Renter,Low,Occupied,2000s,2000-09,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",16639,44945.6723926821
86623,881,30-60%,,3,Standard Efficiency,Electric,80% Usage,Standard,Yes,80% Usage,Electric Resistance,80% Usage,75F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,150-200%,,,,,,,Mobile Home,750-999,0-1499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Propane,70F,Yes,3F,Night +2h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",60% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Propane Fuel Furnace,,20000-39999,20 ACH50,,Ceiling R-19,,,"Finished, R-7",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northwest,,0.5,0.97,,,No,EF 19.9,95% Usage,"Metal, Dark",,Owner,Low,Occupied,1980s,1980-99,Electric Premium,Electricity,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",27621,21567.6861961141
86935,623,Not Available,,2,"Standard Efficiency, No usage",Electric,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,62F,Yes,2F,Night Setback +2h,Double-Loaded Interior,,80% Usage,20 ft^2,,,Not Available,,Right,,Bottom,2.0,,Multi-Family with 2 - 4 Units,500-749,0-1499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,55F,Yes,3F,Night -4h,No Exterior Use,Uninsulated,50% Usage,Not Available,,,,No,Heating Only,No,Shared Heating,Ducted Heating,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",Not Available,20 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",12,0,West,,0.5,1.19,,,,EF 19.9,95% Usage,Composition Shingles,,Not Available,Low,Vacant,<1940,<1940,Other Fuel,Other Fuel,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",0,7616.33097163571
87415,3310,Not Available,,3,,Electric,80% Usage,EnergyStar,Yes,80% Usage,Electric Resistance,80% Usage,68F,No,0F,,Not Applicable,,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,Not Available,,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,2 Car,2,2,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,55F,No,0F,,No Exterior Use,Uninsulated,50% Usage,Not Available,,,,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,Not Available,10 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-7",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,South,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Not Available,Low,Vacant,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F15 B15 L15 R15,"Single, Clear, Non-metal",0,39328.6722617613
87594,854,0-30%,,1,,,80% Usage,,,80% Usage,Gas,80% Usage,60F,No,0F,,Double-Loaded Interior,,80% Usage,20 ft^2,,,0-100%,,Left,,Bottom,67.0,,Multi-Family with 5+ Units,750-999,0-1499,Slab,,5,4+,<8,,Brick,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",60% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,<20000,25 ACH50,,,,,"Finished, R-30",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,1,South,,0.5,0.89,,,,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Renter,Low,Occupied,1960s,1960-79,Electric Premium,Electricity,No,F30 B30 L30 R30,"Single, Clear, Non-metal",11140,31383.8086204625
87859,1698,60-80%,,3,,Electric,100% Usage,Standard,Yes,100% Usage,Gas,100% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,200-300%,Unvented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Heated Basement,1 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,Yes,6F,Night +5h,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,10 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,Has Pool,,1.0 HP Pump,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,West,,1.0,1.01,,,No,EF 19.9,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1950s,1940-59,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Single, Clear, Non-metal",32204,39919.5035392285
